"age","sex","race_ethnicity","life_expectancy"
72,"male","non-Hispanic Black",12.1936006546021
73,"male","non-Hispanic Black",11.6416425704956
74,"male","non-Hispanic Black",11.1039533615112
75,"male","non-Hispanic Black",10.5768766403198
76,"male","non-Hispanic Black",10.0600481033325
77,"male","non-Hispanic Black",9.55941867828369
78,"male","non-Hispanic Black",9.06695652008057
79,"male","non-Hispanic Black",8.5956974029541
80,"male","non-Hispanic Black",8.13974285125732
81,"male","non-Hispanic Black",7.69363117218018
82,"male","non-Hispanic Black",7.26070833206177
83,"male","non-Hispanic Black",6.85390710830688
84,"male","non-Hispanic Black",6.47162818908691
85,"male","non-Hispanic Black",6.09895849227905
86,"male","non-Hispanic Black",5.734938621521
87,"male","non-Hispanic Black",5.39052391052246
88,"male","non-Hispanic Black",5.06532955169678
89,"male","non-Hispanic Black",4.75891494750977
90,"male","non-Hispanic Black",4.47079086303711
91,"male","non-Hispanic Black",4.20041656494141
92,"male","non-Hispanic Black",3.94721245765686
93,"male","non-Hispanic Black",3.71056056022644
94,"male","non-Hispanic Black",3.48981332778931
95,"male","non-Hispanic Black",3.28429770469666
96,"male","non-Hispanic Black",3.09332251548767
97,"male","non-Hispanic Black",2.91618371009827
98,"male","non-Hispanic Black",2.75217080116272
99,"male","non-Hispanic Black",2.60057210922241
100,"male","non-Hispanic Black",2.46067929267883
0,"female","non-Hispanic Black",78.0791015625
1,"female","non-Hispanic Black",77.8557586669922
2,"female","non-Hispanic Black",76.9038925170898
3,"female","non-Hispanic Black",75.9330978393555
4,"female","non-Hispanic Black",74.9503021240234
5,"female","non-Hispanic Black",73.9698944091797
6,"female","non-Hispanic Black",72.985237121582
7,"female","non-Hispanic Black",71.9983139038086
8,"female","non-Hispanic Black",71.0096893310547
9,"female","non-Hispanic Black",70.0199203491211
10,"female","non-Hispanic Black",69.0295181274414
11,"female","non-Hispanic Black",68.0389938354492
12,"female","non-Hispanic Black",67.0488586425781
13,"female","non-Hispanic Black",66.0596237182617
14,"female","non-Hispanic Black",65.0717697143555
15,"female","non-Hispanic Black",64.0857238769531
16,"female","non-Hispanic Black",63.1016578674316
17,"female","non-Hispanic Black",62.1198463439941
18,"female","non-Hispanic Black",61.1409492492676
19,"female","non-Hispanic Black",60.1656646728516
20,"female","non-Hispanic Black",59.1943359375
21,"female","non-Hispanic Black",58.2271118164062
22,"female","non-Hispanic Black",57.2636528015137
23,"female","non-Hispanic Black",56.3032455444336
24,"female","non-Hispanic Black",55.3449058532715
25,"female","non-Hispanic Black",54.3879356384277
26,"female","non-Hispanic Black",53.4321441650391
27,"female","non-Hispanic Black",52.4776496887207
28,"female","non-Hispanic Black",51.5245895385742
29,"female","non-Hispanic Black",50.5733337402344
30,"female","non-Hispanic Black",49.6243515014648
31,"female","non-Hispanic Black",48.6780700683594
32,"female","non-Hispanic Black",47.7347755432129
33,"female","non-Hispanic Black",46.7946548461914
34,"female","non-Hispanic Black",45.8575744628906
35,"female","non-Hispanic Black",44.9232864379883
36,"female","non-Hispanic Black",43.9918022155762
37,"female","non-Hispanic Black",43.0633354187012
38,"female","non-Hispanic Black",42.138011932373
39,"female","non-Hispanic Black",41.2161636352539
40,"female","non-Hispanic Black",40.2983016967773
41,"female","non-Hispanic Black",39.3852272033691
42,"female","non-Hispanic Black",38.4773788452148
43,"female","non-Hispanic Black",37.5744476318359
44,"female","non-Hispanic Black",36.6755714416504
45,"female","non-Hispanic Black",35.780158996582
46,"female","non-Hispanic Black",34.8881301879883
47,"female","non-Hispanic Black",34.000301361084
48,"female","non-Hispanic Black",33.1179656982422
49,"female","non-Hispanic Black",32.2428932189941
50,"female","non-Hispanic Black",31.3765144348145
51,"female","non-Hispanic Black",30.5188179016113
52,"female","non-Hispanic Black",29.6697788238525
53,"female","non-Hispanic Black",28.8306217193604
54,"female","non-Hispanic Black",28.0026111602783
55,"female","non-Hispanic Black",27.1862316131592
56,"female","non-Hispanic Black",26.381175994873
57,"female","non-Hispanic Black",25.5865573883057
58,"female","non-Hispanic Black",24.8015785217285
59,"female","non-Hispanic Black",24.025577545166
60,"female","non-Hispanic Black",23.2582321166992
61,"female","non-Hispanic Black",22.4994583129883
62,"female","non-Hispanic Black",21.7491893768311
63,"female","non-Hispanic Black",21.0073299407959
64,"female","non-Hispanic Black",20.2737236022949
65,"female","non-Hispanic Black",19.5481567382812
66,"female","non-Hispanic Black",18.8312072753906
67,"female","non-Hispanic Black",18.1226215362549
68,"female","non-Hispanic Black",17.4213676452637
69,"female","non-Hispanic Black",16.7256126403809
70,"female","non-Hispanic Black",16.0354804992676
71,"female","non-Hispanic Black",15.3498229980469
72,"female","non-Hispanic Black",14.6724615097046
73,"female","non-Hispanic Black",14.0097360610962
74,"female","non-Hispanic Black",13.3600549697876
75,"female","non-Hispanic Black",12.7252159118652
76,"female","non-Hispanic Black",12.1066131591797
77,"female","non-Hispanic Black",11.499397277832
78,"female","non-Hispanic Black",10.9138956069946
79,"female","non-Hispanic Black",10.3453216552734
80,"female","non-Hispanic Black",9.78862190246582
81,"female","non-Hispanic Black",9.2535343170166
82,"female","non-Hispanic Black",8.73336315155029
83,"female","non-Hispanic Black",8.22766399383545
84,"female","non-Hispanic Black",7.73955154418945
85,"female","non-Hispanic Black",7.27251768112183
86,"female","non-Hispanic Black",6.81798505783081
87,"female","non-Hispanic Black",6.38536357879639
88,"female","non-Hispanic Black",5.97562313079834
89,"female","non-Hispanic Black",5.58853721618652
90,"female","non-Hispanic Black",5.22379016876221
91,"female","non-Hispanic Black",4.88097906112671
92,"female","non-Hispanic Black",4.55961656570435
93,"female","non-Hispanic Black",4.25913906097412
94,"female","non-Hispanic Black",3.97890973091125
95,"female","non-Hispanic Black",3.71823024749756
96,"female","non-Hispanic Black",3.47634553909302
97,"female","non-Hispanic Black",3.25245451927185
98,"female","non-Hispanic Black",3.04572010040283
99,"female","non-Hispanic Black",2.8552770614624
100,"female","non-Hispanic Black",2.68024230003357
